,timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual,BanburySubLotBarcode,BanburyMaterialCode
8404,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202255203435,Cap,,,,,,,,,,,,,,,,,,,12,16,15.07,12,4,2.51,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.5,1,3,66.4,,,,48,58,52.4,47,52,49.79,1.144,1.164,1.152,13.5,18.5,16.02,10.5,14.5,12.75,,,,4L42202255203435,35046FB
8405,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202255203435,Cap,,,,,,,,,,,,,,,,,,,12,16,15.07,12,4,2.51,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.5,1,3,66.4,,,,48,58,52.4,47,52,49.79,1.144,1.164,1.152,13.5,18.5,16.02,10.5,14.5,12.75,,,,4L42202255203435,35046FB
8406,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225584954,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,3,2.51,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,70.3,,,,48,58,53.1,47,52,49.19,1.144,1.164,1.151,13.5,18.5,17.01,10.5,14.5,13.57,,,,4L4220225584954,35046FB
8407,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225584954,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,3,2.51,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,70.3,,,,48,58,53.1,47,52,49.19,1.144,1.164,1.151,13.5,18.5,17.01,10.5,14.5,13.57,,,,4L4220225584954,35046FB
8408,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225584954,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,3,2.51,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,70.3,,,,48,58,53.1,47,52,49.19,1.144,1.164,1.151,13.5,18.5,17.01,10.5,14.5,13.57,,,,4L4220225584954,35046FB
8409,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225584954,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,3,2.51,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,70.3,,,,48,58,53.1,47,52,49.19,1.144,1.164,1.151,13.5,18.5,17.01,10.5,14.5,13.57,,,,4L4220225584954,35046FB
8410,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225584954,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,3,2.51,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,70.3,,,,48,58,53.1,47,52,49.19,1.144,1.164,1.151,13.5,18.5,17.01,10.5,14.5,13.57,,,,4L4220225584954,35046FB
8411,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225584954,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,3,2.51,1,3,0.68,1,3,0.76,1,3,1.03,1.4,1.8,1.67,1,3,70.3,,,,48,58,53.1,47,52,49.19,1.144,1.164,1.151,13.5,18.5,17.01,10.5,14.5,13.57,,,,4L4220225584954,35046FB
8412,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225591810,Cap,,,,,,,,,,,,,,,,,,,12,16,15.12,12,3,2.54,1,3,0.67,1,3,0.76,1,3,1.01,1.4,1.8,1.67,1,3,68.2,,,,48,58,54,47,52,49.52,1.144,1.164,1.151,13.5,18.5,16.73,10.5,14.5,13.22,,,,4L4220225591810,35046FB
8413,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225591810,Cap,,,,,,,,,,,,,,,,,,,12,16,15.12,12,3,2.54,1,3,0.67,1,3,0.76,1,3,1.01,1.4,1.8,1.67,1,3,68.2,,,,48,58,54,47,52,49.52,1.144,1.164,1.151,13.5,18.5,16.73,10.5,14.5,13.22,,,,4L4220225591810,35046FB
8414,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225591810,Cap,,,,,,,,,,,,,,,,,,,12,16,15.12,12,3,2.54,1,3,0.67,1,3,0.76,1,3,1.01,1.4,1.8,1.67,1,3,68.2,,,,48,58,54,47,52,49.52,1.144,1.164,1.151,13.5,18.5,16.73,10.5,14.5,13.22,,,,4L4220225591810,35046FB
8415,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225591810,Cap,,,,,,,,,,,,,,,,,,,12,16,15.12,12,3,2.54,1,3,0.67,1,3,0.76,1,3,1.01,1.4,1.8,1.67,1,3,68.2,,,,48,58,54,47,52,49.52,1.144,1.164,1.151,13.5,18.5,16.73,10.5,14.5,13.22,,,,4L4220225591810,35046FB
8416,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8417,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8418,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8419,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8420,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8421,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8422,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8423,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8424,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8425,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L42202254231259,Cap,,,,,,,,,,,,,,,,,,,12,16,14.04,12,3,2.33,1,3,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.5,,,,,,,,,,47,52,49.58,1.144,1.164,1.15,,,,,,,,,,4L42202254231259,35046FB
8450,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8451,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8452,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8453,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8454,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8455,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8456,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8457,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8458,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8459,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8460,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8461,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8462,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8463,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254134126,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.57,8.5,,,,,,,,,,,,1.1,1.34,1.23,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,,4L42202254134126,A2236FB
8464,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8465,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8466,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8467,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8468,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8469,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8470,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8471,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8472,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8473,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254133540,Sidewall,,,,,,,,,,,,,,,,1,3,57,8.5,11.5,10.21,8.5,,,,,,,,,,,,1.1,1.34,1.25,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,,4L42202254133540,A2236FB
8474,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254182916,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,21.01,20.5,3,2.39,1,3,0.54,1,3,0.55,1,3,0.94,1.02,1.38,1.25,,,,,,,,,,,,,1.146,1.166,1.151,,,,,,,,,,4L42202254182916,16757FB
8475,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254182916,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,21.01,20.5,3,2.39,1,3,0.54,1,3,0.55,1,3,0.94,1.02,1.38,1.25,,,,,,,,,,,,,1.146,1.166,1.151,,,,,,,,,,4L42202254182916,16757FB
8476,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202254182916,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,21.01,20.5,3,2.39,1,3,0.54,1,3,0.55,1,3,0.94,1.02,1.38,1.25,,,,,,,,,,,,,1.146,1.166,1.151,,,,,,,,,,4L42202254182916,16757FB
8477,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254182916,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,21.01,20.5,3,2.39,1,3,0.54,1,3,0.55,1,3,0.94,1.02,1.38,1.25,,,,,,,,,,,,,1.146,1.166,1.151,,,,,,,,,,4L42202254182916,16757FB
8478,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254182916,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,21.01,20.5,3,2.39,1,3,0.54,1,3,0.55,1,3,0.94,1.02,1.38,1.25,,,,,,,,,,,,,1.146,1.166,1.151,,,,,,,,,,4L42202254182916,16757FB
8479,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202254182916,Sidewall,,,,,,,,,,,,,,,,,,,20.5,25.5,21.01,20.5,3,2.39,1,3,0.54,1,3,0.55,1,3,0.94,1.02,1.38,1.25,,,,,,,,,,,,,1.146,1.166,1.151,,,,,,,,,,4L42202254182916,16757FB
8480,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255121232,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.097,,,,,,,,,,4L42202255121232,A2236FB
8481,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255121232,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.097,,,,,,,,,,4L42202255121232,A2236FB
8482,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255121232,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.097,,,,,,,,,,4L42202255121232,A2236FB
8483,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255121232,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.097,,,,,,,,,,4L42202255121232,A2236FB
8484,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255121232,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.097,,,,,,,,,,4L42202255121232,A2236FB
8485,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255121232,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,11.13,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.097,,,,,,,,,,4L42202255121232,A2236FB
8486,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8487,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8488,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8489,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8490,Not Applicable,06-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8491,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8492,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8493,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8494,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8495,Not Applicable,07-05-2022,2156016WSTA1-VMSRC,4L42202255124718,Sidewall,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.098,,,,,,,,,,4L42202255124718,A2236FB
8496,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225584840,Cap,,,,,,,,,,,,,,,,,,,12,16,15.06,12,3,2.54,1,3,0.68,1,3,0.77,1,3,1.01,1.4,1.8,1.65,,,,,,,,,,47,52,49.97,1.144,1.164,1.15,,,,,,,,,,4L4220225584840,35046FB
8497,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225584840,Cap,,,,,,,,,,,,,,,,,,,12,16,15.06,12,3,2.54,1,3,0.68,1,3,0.77,1,3,1.01,1.4,1.8,1.65,,,,,,,,,,47,52,49.97,1.144,1.164,1.15,,,,,,,,,,4L4220225584840,35046FB
8498,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225584840,Cap,,,,,,,,,,,,,,,,,,,12,16,15.06,12,3,2.54,1,3,0.68,1,3,0.77,1,3,1.01,1.4,1.8,1.65,,,,,,,,,,47,52,49.97,1.144,1.164,1.15,,,,,,,,,,4L4220225584840,35046FB
8499,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225584840,Cap,,,,,,,,,,,,,,,,,,,12,16,15.06,12,3,2.54,1,3,0.68,1,3,0.77,1,3,1.01,1.4,1.8,1.65,,,,,,,,,,47,52,49.97,1.144,1.164,1.15,,,,,,,,,,4L4220225584840,35046FB
8500,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225584840,Cap,,,,,,,,,,,,,,,,,,,12,16,15.06,12,3,2.54,1,3,0.68,1,3,0.77,1,3,1.01,1.4,1.8,1.65,,,,,,,,,,47,52,49.97,1.144,1.164,1.15,,,,,,,,,,4L4220225584840,35046FB
8501,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225584840,Cap,,,,,,,,,,,,,,,,,,,12,16,15.06,12,3,2.54,1,3,0.68,1,3,0.77,1,3,1.01,1.4,1.8,1.65,,,,,,,,,,47,52,49.97,1.144,1.164,1.15,,,,,,,,,,4L4220225584840,35046FB
8502,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225591635,Cap,,,,,,,,,,,,,,,,,,,12,16,15.54,12,3,2.63,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,47,52,49.64,1.144,1.164,1.15,,,,,,,,,,4L4220225591635,35046FB
8503,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225591635,Cap,,,,,,,,,,,,,,,,,,,12,16,15.54,12,3,2.63,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,47,52,49.64,1.144,1.164,1.15,,,,,,,,,,4L4220225591635,35046FB
8504,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L4220225591635,Cap,,,,,,,,,,,,,,,,,,,12,16,15.54,12,3,2.63,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,47,52,49.64,1.144,1.164,1.15,,,,,,,,,,4L4220225591635,35046FB
8505,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225591635,Cap,,,,,,,,,,,,,,,,,,,12,16,15.54,12,3,2.63,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,47,52,49.64,1.144,1.164,1.15,,,,,,,,,,4L4220225591635,35046FB
8506,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225591635,Cap,,,,,,,,,,,,,,,,,,,12,16,15.54,12,3,2.63,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,47,52,49.64,1.144,1.164,1.15,,,,,,,,,,4L4220225591635,35046FB
8507,Not Applicable,07-05-2022,2156016WSTA1TL-MCB,4L4220225591635,Cap,,,,,,,,,,,,,,,,,,,12,16,15.54,12,3,2.63,1,3,0.68,1,3,0.76,1,3,1.02,1.4,1.8,1.69,,,,,,,,,,47,52,49.64,1.144,1.164,1.15,,,,,,,,,,4L4220225591635,35046FB
8516,Not Applicable,06-05-2022,2156016WSTA1TL-MCB,4L42202255203321,Cap,,,,,,,,,,,,,,,,,,,12,16,14.68,12,4,2.51,1,4,0.66,1,3,0.75,1,3,0.98,1.4,1.8,1.52,1,3,66.4,,,,48,58,53,47,52,49.33,1.144,1.164,1.15,13.5,18.5,16.26,10.5,14.5,12.8,,,,4L42202255203321,35046FB
