timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242344850,Cap,,,,,,,,,,,,,,,,,,,12,16,14.91,12,4,2.52,1,4,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.58,1,3,60.6,,,,48,58,51,46.5,52.5,49.94,1.144,1.164,1.15,13.5,18.5,16.22,10.5,14.5,12.65,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242351232,Cap,,,,,,,,,,,,,,,,,,,12,16,15.19,12,4,2.41,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.82,1.144,1.164,1.148,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242351232,Cap,,,,,,,,,,,,,,,,,,,12,16,15.19,12,4,2.41,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.82,1.144,1.164,1.148,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242351232,Cap,,,,,,,,,,,,,,,,,,,12,16,15.19,12,4,2.41,1,4,0.66,1,3,0.74,1,3,0.99,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.82,1.144,1.164,1.148,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242313268,Cap,340,540,420.657,90,131,111.129,1200,1700,1419.61,,,,430,580,523.041,,,,12,16,14.63,12,4,2.31,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,65.8,,,,48,58,52,46.5,52.5,49.37,1.144,1.164,1.147,13.5,18.5,15.86,10.5,14.5,12.62,2450,3250,2836.64
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242313268,Cap,340,540,420.657,90,131,111.129,1200,1700,1419.61,,,,430,580,523.041,,,,12,16,14.63,12,4,2.31,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,65.8,,,,48,58,52,46.5,52.5,49.37,1.144,1.164,1.147,13.5,18.5,15.86,10.5,14.5,12.62,2450,3250,2836.64
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242313268,Cap,340,540,420.657,90,131,111.129,1200,1700,1419.61,,,,430,580,523.041,,,,12,16,14.63,12,4,2.31,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,65.8,,,,48,58,52,46.5,52.5,49.37,1.144,1.164,1.147,13.5,18.5,15.86,10.5,14.5,12.62,2450,3250,2836.64
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242345050,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,4,2.44,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.149,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242345050,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,4,2.44,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.149,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242345050,Cap,,,,,,,,,,,,,,,,,,,12,16,15.13,12,4,2.44,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.149,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022423132250,Cap,,,,,,,,,,,,,,,,,,,12,16,14.62,12,4,2.33,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,65.6,,,,48,58,52.1,46.5,52.5,49.73,1.144,1.164,1.147,13.5,18.5,15.87,10.5,14.5,12.63,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022423132250,Cap,,,,,,,,,,,,,,,,,,,12,16,14.62,12,4,2.33,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,65.6,,,,48,58,52.1,46.5,52.5,49.73,1.144,1.164,1.147,13.5,18.5,15.87,10.5,14.5,12.63,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022423132250,Cap,,,,,,,,,,,,,,,,,,,12,16,14.62,12,4,2.33,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.6,1,3,65.6,,,,48,58,52.1,46.5,52.5,49.73,1.144,1.164,1.147,13.5,18.5,15.87,10.5,14.5,12.63,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022420145131,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.73,8.5,,,,,,,,,,,,1.1,1.34,1.26,,,,,,,,,,,,,1.087,1.107,1.092,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022421181322,Cap,350,450,346.323,67,93,76.2992,1200,1600,1280.84,,,,470,570,572.036,59,65,63,12.5,15.5,15.33,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,40,48,45.7,66.5,72.5,69.43,,,,9,13,11.05,7,11,9.18,2850,3550,3245.32
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022421181322,Cap,350,450,346.323,67,93,76.2992,1200,1600,1280.84,,,,470,570,572.036,59,65,63,12.5,15.5,15.33,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,40,48,45.7,66.5,72.5,69.43,,,,9,13,11.05,7,11,9.18,2850,3550,3245.32
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022421181322,Cap,350,450,346.323,67,93,76.2992,1200,1600,1280.84,,,,470,570,572.036,59,65,63,12.5,15.5,15.33,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,40,48,45.7,66.5,72.5,69.43,,,,9,13,11.05,7,11,9.18,2850,3550,3245.32
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022421174634,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.45,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,68.8,1.086,1.106,1.092,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022421174634,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.45,12.5,,,,,,,,,,,,0.67,0.93,0.8,,,,,,,,,,66.5,72.5,68.8,1.086,1.106,1.092,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242351342,Cap,,,,,,,,,,,,,,,,,,,12,16,14.85,12,4,2.34,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.148,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242351342,Cap,,,,,,,,,,,,,,,,,,,12,16,14.85,12,4,2.34,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.148,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242351342,Cap,,,,,,,,,,,,,,,,,,,12,16,14.85,12,4,2.34,1,4,0.66,1,3,0.74,1,3,0.98,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.67,1.144,1.164,1.148,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L42202242345438,Cap,,,,,,,,,,,,,,,,,,,12,16,14.95,12,4,2.44,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.62,1,3,60.9,,,,48,58,51.5,46.5,52.5,49.37,1.144,1.164,1.149,13.5,18.5,15.51,10.5,14.5,12.1,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L42202242345438,Cap,,,,,,,,,,,,,,,,,,,12,16,14.95,12,4,2.44,1,4,0.66,1,3,0.75,1,3,0.99,1.4,1.8,1.62,1,3,60.9,,,,48,58,51.5,46.5,52.5,49.37,1.144,1.164,1.149,13.5,18.5,15.51,10.5,14.5,12.1,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L422022420154214,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.69,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.089,,,,,,,,,
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L422022420154214,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.69,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,,,,,,,1.087,1.107,1.089,,,,,,,,,
Test 2,24-04-2022,2156016WSTA1TL-MCB,4L4220224194585,Cap,300,400,299.339,65,95,69.9473,1100,1500,1138.24,,,,520,620,611.568,,,,10,14,12.37,10,3,2.11,1,3,0.38,1,3,0.45,1,3,0.56,0.66,0.9,0.77,1,3,56.83,,,,41,49,47.94,,,,,,,10.5,14.5,11.55,7,11,8.46,2950,3650,3301.66
Test 2,25-04-2022,2156016WSTA1TL-MCB,4L4220224194585,Cap,300,400,299.339,65,95,69.9473,1100,1500,1138.24,,,,520,620,611.568,,,,10,14,12.37,10,3,2.11,1,3,0.38,1,3,0.45,1,3,0.56,0.66,0.9,0.77,1,3,56.83,,,,41,49,47.94,,,,,,,10.5,14.5,11.55,7,11,8.46,2950,3650,3301.66
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022425152026,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,12.43,10.9,3,2.02,1,3,0.54,1,3,0.69,1,3,0.92,1.22,1.58,1.41,1,3,57.1,,,,41,51,41.1,,,,,,1.129,12.5,16.5,15.09,11,15,13,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L422022425152026,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,12.43,10.9,3,2.02,1,3,0.54,1,3,0.69,1,3,0.92,1.22,1.58,1.41,1,3,57.1,,,,41,51,41.1,,,,,,1.129,12.5,16.5,15.09,11,15,13,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242453145,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.29,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242413559,Cap,340,540,399.839,90,131,104.175,1200,1700,1355.16,,,,430,580,546.158,,,,12,16,15.87,12,4,2.44,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.61,1,3,67.9,,,,48,58,52.9,46.5,52.5,49.46,1.144,1.164,1.15,13.5,18.5,16.08,10.5,14.5,12.8,2450,3250,2895.4
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242413559,Cap,340,540,399.839,90,131,104.175,1200,1700,1355.16,,,,430,580,546.158,,,,12,16,15.87,12,4,2.44,1,4,0.66,1,3,0.73,1,3,0.98,1.4,1.8,1.61,1,3,67.9,,,,48,58,52.9,46.5,52.5,49.46,1.144,1.164,1.15,13.5,18.5,16.08,10.5,14.5,12.8,2450,3250,2895.4
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L4220224222028,Cap,,,,,,,,,,,,,,,,,,,10,14,12.01,10,3,1.89,1,3,0.35,1,3,0.39,1,3,0.52,0.66,0.9,0.79,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L4220224222028,Cap,,,,,,,,,,,,,,,,,,,10,14,12.01,10,3,1.89,1,3,0.35,1,3,0.39,1,3,0.52,0.66,0.9,0.79,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242394912,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.08,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,69.47,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022424134741,Cap,,,,,,,,,,,,,,,,,,,12,16,15.89,12,4,2.46,1,4,0.66,1,3,0.73,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.149,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L422022424134741,Cap,,,,,,,,,,,,,,,,,,,12,16,15.89,12,4,2.46,1,4,0.66,1,3,0.73,1,3,0.99,1.4,1.8,1.62,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.149,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242413401,Cap,,,,,,,,,,,,,,,,,,,12,16,15.98,12,4,2.47,1,4,0.66,1,3,0.72,1,3,0.98,1.4,1.8,1.61,1,3,67.2,,,,48,58,52.9,46.5,52.5,49.7,1.144,1.164,1.151,13.5,18.5,16.01,10.5,14.5,12.68,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242413401,Cap,,,,,,,,,,,,,,,,,,,12,16,15.98,12,4,2.47,1,4,0.66,1,3,0.72,1,3,0.98,1.4,1.8,1.61,1,3,67.2,,,,48,58,52.9,46.5,52.5,49.7,1.144,1.164,1.151,13.5,18.5,16.01,10.5,14.5,12.68,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022424133335,Cap,,,,,,,,,,,,,,,,,,,12,16,15.74,12,4,2.45,1,4,0.66,1,3,0.72,1,3,0.97,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.147,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L422022424133335,Cap,,,,,,,,,,,,,,,,,,,12,16,15.74,12,4,2.45,1,4,0.66,1,3,0.72,1,3,0.97,1.4,1.8,1.63,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.147,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242394750,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.44,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69.2,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242395059,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.37,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69.3,,,,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242395059,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.37,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,69.3,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L422022420175122,Cap,,,,,,,,,,,,,,,,,,,10,14,12.74,10,3,2.12,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L422022420175122,Cap,,,,,,,,,,,,,,,,,,,10,14,12.74,10,3,2.12,1,3,0.39,1,3,0.45,1,3,0.57,0.66,0.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L42202242461746,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,11.06,8.5,,,,,,,,,,,,1.1,1.34,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,26-04-2022,2156016WSTA1TL-MCB,4L4220224246139,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.18,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L4220224246139,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.18,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242744241,Cap,,,,,,,,,,,,,,,,,,,12,16,15.25,12,3,2.43,1,3,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.55,1,3,81,,,,48,58,53.5,47,52,49.61,1.144,1.164,1.148,13.5,18.5,15.45,10.5,14.5,12.27,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242744241,Cap,,,,,,,,,,,,,,,,,,,12,16,15.25,12,3,2.43,1,3,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.55,1,3,81,,,,48,58,53.5,47,52,49.61,1.144,1.164,1.148,13.5,18.5,15.45,10.5,14.5,12.27,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L4220224274574,Cap,340,540,382.815,90,131,102.934,1200,1700,1271.17,,,,430,580,561.452,,,,12,16,14.75,12,3,2.39,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.59,1,3,66.6,,,,48,58,52.6,47,52,49.79,1.144,1.164,1.147,13.5,18.5,15.36,10.5,14.5,12.15,2450,3250,2785.35
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L4220224274574,Cap,340,540,382.815,90,131,102.934,1200,1700,1271.17,,,,430,580,561.452,,,,12,16,14.75,12,3,2.39,1,3,0.65,1,3,0.73,1,3,0.96,1.4,1.8,1.59,1,3,66.6,,,,48,58,52.6,47,52,49.79,1.144,1.164,1.147,13.5,18.5,15.36,10.5,14.5,12.15,2450,3250,2785.35
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242762945,Cap,,,,,,,,,,,,,,,,,,,10,14,13.21,10,3,2.13,1,3,0.37,1,3,0.42,1,3,0.55,0.66,0.9,0.76,1,3,58.2,,,,41,49,47.3,,,,,,,10.5,14.5,11.78,7,11,8.52,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242762945,Cap,,,,,,,,,,,,,,,,,,,10,14,13.21,10,3,2.13,1,3,0.37,1,3,0.42,1,3,0.55,0.66,0.9,0.76,1,3,58.2,,,,41,49,47.3,,,,,,,10.5,14.5,11.78,7,11,8.52,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242753952,Cap,,,,,,,,,,,,,,,,,,,12,16,14.95,12,3,2.42,1,3,0.63,1,3,0.71,1,3,0.93,1.4,1.8,1.56,1,3,63.2,,,,48,58,52.5,47,52,49.61,1.144,1.164,1.152,13.5,18.5,15.18,10.5,14.5,12.05,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242753952,Cap,,,,,,,,,,,,,,,,,,,12,16,14.95,12,3,2.42,1,3,0.63,1,3,0.71,1,3,0.93,1.4,1.8,1.56,1,3,63.2,,,,48,58,52.5,47,52,49.61,1.144,1.164,1.152,13.5,18.5,15.18,10.5,14.5,12.05,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L422022426193519,Cap,190,290,216.077,35,75,59.7625,575,975,724.16,,,,650,750,693.951,,,,8.5,11.5,9.85,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,44,54,49,,,,1.087,1.107,1.101,14.5,18.5,17.12,10,14,10.98,2000,2700,2230.67
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L422022426193519,Cap,190,290,216.077,35,75,59.7625,575,975,724.16,,,,650,750,693.951,,,,8.5,11.5,9.85,8.5,,,,,,,,,,,,1.2,1.44,1.4,,,,,,,44,54,49,,,,1.087,1.107,1.101,14.5,18.5,17.12,10,14,10.98,2000,2700,2230.67
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242624833,Cap,,,,,,,,,,4,0,9.58,,,,58,64,62,10.9,14.1,12.95,10.9,3,2.62,1,3,0.51,1,3,0.65,1,3,0.85,1.22,1.58,1.37,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242624833,Cap,,,,,,,,,,4,0,9.58,,,,58,64,62,10.9,14.1,12.95,10.9,3,2.62,1,3,0.51,1,3,0.65,1,3,0.85,1.22,1.58,1.37,,,,,,,,,,,,,,,,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L4220224265157Z,Cap,,,,,,,,,,,,,,,,,,,12,16,15.48,12,4,2.5,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.61,,,,,,,,,,47,52,49.31,1.144,1.164,1.148,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L4220224265157Z,Cap,,,,,,,,,,,,,,,,,,,12,16,15.48,12,4,2.5,1,4,0.65,1,3,0.72,1,3,0.96,1.4,1.8,1.61,,,,,,,,,,47,52,49.31,1.144,1.164,1.148,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242310810,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.14,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,69.5,1.086,1.106,1.09,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242310810,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.14,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,69.5,1.086,1.106,1.09,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L422022426193417,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.76,8.5,,,,,,,,,,,,1.2,1.44,1.38,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L422022426193417,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.76,8.5,,,,,,,,,,,,1.2,1.44,1.38,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242753758,Cap,,,,,,,,,,,,,,,,,,,12,16,15.29,12,3,2.54,1,3,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.53,,,,,,,,,,47,52,49.61,1.144,1.164,1.152,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242753758,Cap,,,,,,,,,,,,,,,,,,,12,16,15.29,12,3,2.54,1,3,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.53,,,,,,,,,,47,52,49.61,1.144,1.164,1.152,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242752754,Cap,,,,,,,,,,,,,,,,64,74,68,12,16,15,12,3,2.41,1,3,0.64,1,3,0.72,1,3,0.95,1.4,1.8,1.54,,,,,,,,,,47,52,49.73,1.144,1.164,1.149,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242752754,Cap,,,,,,,,,,,,,,,,64,74,68,12,16,15,12,3,2.41,1,3,0.64,1,3,0.72,1,3,0.95,1.4,1.8,1.54,,,,,,,,,,47,52,49.73,1.144,1.164,1.149,,,,,,,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242752036,Cap,,,,,,,,,,,,,,,,,,,12,16,15.23,12,3,2.47,1,3,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.53,1,3,63,,,,48,58,52.4,47,52,49.61,1.144,1.164,1.149,13.5,18.5,15.15,10.5,14.5,11.95,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242752036,Cap,,,,,,,,,,,,,,,,,,,12,16,15.23,12,3,2.47,1,3,0.64,1,3,0.71,1,3,0.95,1.4,1.8,1.53,1,3,63,,,,48,58,52.4,47,52,49.61,1.144,1.164,1.149,13.5,18.5,15.15,10.5,14.5,11.95,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L4220224274409,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,3,2.39,1,3,0.64,1,3,0.72,1,3,0.95,1.4,1.8,1.56,1,3,66.4,,,,48,58,52.8,47,52,48.98,1.144,1.164,1.147,13.5,18.5,15.06,10.5,14.5,11.77,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L4220224274409,Cap,,,,,,,,,,,,,,,,,,,12,16,14.82,12,3,2.39,1,3,0.64,1,3,0.72,1,3,0.95,1.4,1.8,1.56,1,3,66.4,,,,48,58,52.8,47,52,48.98,1.144,1.164,1.147,13.5,18.5,15.06,10.5,14.5,11.77,,,
Test 2,28-04-2022,2156016WSTA1TL-MCB,4L42202242744123,Cap,,,,,,,,,,,,,,,,,,,12,16,14.7,12,3,2.37,1,3,0.64,1,3,0.73,1,3,0.97,1.4,1.8,1.62,,,,,,,,,,47,52,49.43,1.144,1.164,1.147,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242744123,Cap,,,,,,,,,,,,,,,,,,,12,16,14.7,12,3,2.37,1,3,0.64,1,3,0.73,1,3,0.97,1.4,1.8,1.62,,,,,,,,,,47,52,49.43,1.144,1.164,1.147,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242745450,Cap,,,,,,,,,,,,,,,,,,,12,16,14.2,12,3,2.31,1,3,0.63,1,3,0.72,1,3,0.95,1.4,1.8,1.65,,,,,,,,,,47,52,49.76,1.144,1.164,1.15,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242751354,Cap,,,,,,,,,,,,,,,,64,74,67,12,16,14.76,12,3,2.4,1,3,0.65,1,3,0.74,1,3,0.98,1.4,1.8,1.61,,,,,,,,,,47,52,49.1,1.144,1.164,1.147,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242751057,Cap,,,,,,,,,,,,,,,,,,,12,16,14.92,12,3,2.4,1,3,0.65,1,3,0.73,1,3,0.97,1.4,1.8,1.57,,,,,,,,,,47,52,49.73,1.144,1.164,1.148,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242395437,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.24,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,69.4,,,,,,,,,,,,
Test 2,29-04-2022,2156016WSTA1TL-MCB,4L42202242395315,Cap,350,450,384.859,67,93,87.4795,1200,1600,1424.06,,,,470,570,532.316,,,,12.5,15.5,15.45,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,40,48,46.3,66.5,72.5,69.27,,,,9,13,11.58,7,11,9.55,2850,3550,3290.17
